"FunCat","Regulon","Operon","SACOL.numbers","USA300.numbers","Gene.symbol","log2.fold.change","Fold.change","Function"
"Virulence","AgrA","SACOL1500 - SACOL1503 aroA aroB aroC","SACOL1501","USA300HOU_1399","USA300HOU_1399",-1.08,0.47,"hypothetical protein"
"Virulence","AgrA","SACOL1500 - SACOL1503 aroA aroB aroC","SACOL1502","USA300HOU_1400","USA300HOU_1400",-1,0.5,"hypothetical protein"
"Virulence","AgrA","SACOL1500 - SACOL1503 aroA aroB aroC","SACOL1503","USA300HOU_1401","USA300HOU_1401",-0.85,0.56,"hypothetical protein"
"Virulence","AgrA","SACOL1500 - SACOL1503 aroA aroB aroC","SACOL1504","USA300HOU_1402","aroA",-1.05,0.48,"3-phosphoshikimate 1-carboxyvinyltransferase"
"Virulence","AgrA","SACOL1500 - SACOL1503 aroA aroB aroC","SACOL1505","USA300HOU_1403","aroB",-1.53,0.35,"3-dehydroquinate synthase"
"Virulence","AgrA","SACOL1500 - SACOL1503 aroA aroB aroC","SACOL1506","USA300HOU_1404","aroC",-1.52,0.35,"chorismate synthase"
"Virulence","AgrA","SACOL2330","SACOL2330","USA300HOU_2317","USA300HOU_2317",2.75,6.73,"hypothetical protein"
"Virulence","AgrA","SACOL2368 iruO","SACOL2368","USA300HOU_2354","USA300HOU_2354",3.54,11.65,"acetyltransferase"
"Virulence","AgrA","SACOL2368 iruO","SACOL2369","USA300HOU_2355","iruO",3.67,12.74,"pyridine nucleotide-disulfide oxidoreductase"
"Virulence","AgrA","SACOL2471 cntF cntD cnzC cntB cntA","SACOL2471","USA300HOU_2453","USA300HOU_2453",1.97,3.92,"transporter"
"Virulence","AgrA","SACOL2471 cntF cntD cnzC cntB cntA","SACOL2472","USA300HOU_2454","cntF",2.63,6.18,"peptide ABC transporter ATP-binding protein"
"Virulence","AgrA","SACOL2471 cntF cntD cnzC cntB cntA","SACOL2473","USA300HOU_2455","cntD",2.79,6.94,"peptide ABC transporter ATP-binding protein"
"Virulence","AgrA","SACOL2471 cntF cntD cnzC cntB cntA","SACOL2474","USA300HOU_2456","cnzC",3.26,9.61,"peptide ABC transporter permease"
"Virulence","AgrA","SACOL2471 cntF cntD cnzC cntB cntA","SACOL2475","USA300HOU_2457","cntB",5.21,36.92,"peptide ABC transporter permease"
"Virulence","AgrA","SACOL2471 cntF cntD cnzC cntB cntA","SACOL2476","USA300HOU_2458","cntA",5.75,53.7,"peptide ABC transporter peptide-binding protein"
"Virulence","AgrA","sdaAA sdaAB pfoR","SACOL2544","USA300HOU_2521","sdaAA",-0.31,0.81,"L-serine dehydratase, iron-sulfur-dependent subunit alpha"
"Virulence","AgrA","sdaAA sdaAB pfoR","SACOL2545","USA300HOU_2522","sdaAB",-0.77,0.59,"L-serine dehydratase, iron-sulfur-dependent subunit beta"
"Virulence","AgrA","sdaAA sdaAB pfoR","SACOL2546","USA300HOU_2523","pfoR",-1.54,0.34,"hypothetical protein"
"Virulence","AgrA","ssl3","SACOL0470","USA300HOU_0424","ssl3",1.31,2.47,"superantigen-like protein 3"
"Virulence","AgrA","sucB sucA","SACOL1448","USA300HOU_1347","sucB",3.45,10.95,"dihydrolipoamide succinyltransferase"
"Virulence","AgrA","sucB sucA","SACOL1449","USA300HOU_1348","sucA",2.55,5.87,"2-oxoglutarate dehydrogenase E1 component"
"Virulence","AgrA","thiD1","SACOL0626","USA300HOU_0573","pdxK",1.32,2.5,"phosphomethylpyrimidine kinase"
"Virulence","MgrA","agcS","SACOL1018","USA300HOU_0971","agcS",-0.69,0.62,"sodium/alanine symporter"
"Virulence","MgrA","cap1C cap1B cap1A","SACOL2685","USA300HOU_2662","cap1C",-1.47,0.36,"capsular polysaccharide biosynthesis protein CapC"
"Virulence","MgrA","cap1C cap1B cap1A","SACOL2686","USA300HOU_2663","cap1B",-1.39,0.38,"capsular polysaccharide biosynthesis protein CapB"
"Virulence","MgrA","cap1C cap1B cap1A","SACOL2687","USA300HOU_2664","cap1A",-1.53,0.35,"capsular polysaccharide biosynthesis protein CapA"
"Virulence","MgrA","cap8H cps2H SACOL0117","SACOL0115","USA300HOU_0142","cap8H",-1.96,0.26,"glycosyltransferase"
"Virulence","MgrA","cap8H cps2H SACOL0117","SACOL0116","USA300HOU_0143","cps2H",-1.39,0.38,"hypothetical protein"
"Virulence","MgrA","cap8H cps2H SACOL0117","SACOL0117","USA300HOU_0144","USA300HOU_0144",-0.18,0.89,"polysaccharide biosynthesis protein"
"Virulence","MgrA","clfA","SACOL0856","USA300HOU_0819","clfA",1.86,3.63,"fibrinogen-binding protein"
"Virulence","MgrA","comGD comGC comGB comGA ","SACOL1598","USA300HOU_1543","comGD",-1.95,0.26,"competence protein ComGD"
"Virulence","MgrA","comGD comGC comGB comGA ","SACOL1599","USA300HOU_1544","comGC",-1.6,0.33,"competence protein ComGC"
"Virulence","MgrA","comGD comGC comGB comGA ","SACOL1600","USA300HOU_1545","comGB",-1.55,0.34,"competence protein ComGB"
"Virulence","MgrA","comGD comGC comGB comGA ","SACOL1601","USA300HOU_1546","comGA",-1.44,0.37,"competence protein ComGA"
"Virulence","MgrA","ddh","SACOL2535","USA300HOU_2513","ddh",-1.52,0.35,"D-lactate dehydrogenase"
"Virulence","MgrA","dprA topA","SACOL1266","USA300HOU_1180","dprA",-1.1,0.47,"DNA processing protein DprA"
"Virulence","MgrA","dprA topA","SACOL1267","USA300HOU_1181","topA",0.78,1.71,"DNA topoisomerase A"
"Virulence","MgrA","ecsBA","SACOL1893","USA300HOU_1829","ecsA",-0.95,0.52,"ABC transporter, ATP-binding protein"
"Virulence","MgrA","esaC SACOL2602 SACOL2603","SACOL2601","USA300HOU_2579","esaC",-0.48,0.72,"hypothetical protein"
"Virulence","MgrA","esaC SACOL2602 SACOL2603","SACOL2602","USA300HOU_2580","USA300HOU_2580",-0.36,0.78,"hypothetical protein"
"Virulence","MgrA","esaC SACOL2602 SACOL2603","SACOL2603","USA300HOU_2581","USA300HOU_2581",-1.13,0.46,"hypothetical protein"
"Virulence","MgrA","flr","SACOL1166","USA300HOU_1092","flr",-1.28,0.41,"hypothetical protein"
"Virulence","MgrA","galE cap5M2","SACOL0113","USA300HOU_0140","galE",-0.88,0.54,"UDP-glucose 4-epimerase"
"Virulence","MgrA","galE cap5M2","SACOL0114","USA300HOU_0141","cap5M2",-1.28,0.41,"capsular polysaccharide biosynthesis protein"
"Virulence","MgrA","gltB gltD","SACOL0514","USA300HOU_0472","gltB",2.44,5.43,"glutamate synthase (NADPH), large subunit"
"Virulence","MgrA","gltB gltD","SACOL0515","USA300HOU_0473","gltD",2.23,4.69,"glutamate synthase (NADPH) small subunit"
"Virulence","MgrA","gpxA2","SACOL2641","USA300HOU_2619","gpxA2",1.89,3.7,"glutathione peroxidase"
"Virulence","MgrA","hemLBDCXA ","SACOL1714","USA300HOU_1659","hemL",0,1,"glutamate-1-semialdehyde 2,1-aminomutase"
"Virulence","MgrA","hemLBDCXA ","SACOL1715","USA300HOU_1660","hemB",-0.16,0.9,"porphobilinogen synthase"
"Virulence","MgrA","hemLBDCXA ","SACOL1716","USA300HOU_1661","hemD",-1.31,0.4,"uroporphyrinogen-III synthase"
"Virulence","MgrA","hemLBDCXA ","SACOL1717","USA300HOU_1662","hemC",-2.28,0.21,"hydroxymethylbilane synthase"
"Virulence","MgrA","hemLBDCXA ","SACOL1718","USA300HOU_1663","hemX",-2.21,0.22,"possible cytochrome c assembly protein"
"Virulence","MgrA","hemLBDCXA ","SACOL1719","USA300HOU_1664","hemA",-2.03,0.25,"glutamyl-tRNA reductase"
"Virulence","MgrA","hflX Alu-2","SACOL1326","USA300HOU_1237","hflX",-1.31,0.4,"GTP-binding protein"
"Virulence","MgrA","hflX Alu-2","SACOL1327","USA300HOU_1238","Alu-2",-0.99,0.5,"cystathionine beta-lyase aluminum resistance protein"
"Virulence","MgrA","holB SACOL0527 yabA","SACOL0526","USA300HOU_0483","holB",-2.36,0.19,"DNA-directed DNA polymerase III delta' subunit"
"Virulence","MgrA","holB SACOL0527 yabA","SACOL0527","USA300HOU_0484","USA300HOU_0484",-1.43,0.37,"hypothetical protein"
"Virulence","MgrA","holB SACOL0527 yabA","SACOL0528","USA300HOU_0485","yabA",-0.96,0.52,"DNA replication intiation control protein YabA"
"Virulence","MgrA","isaB","SACOL2660","USA300HOU_2638","isaB",2.84,7.18,"immunodominant antigen B"
"Virulence","MgrA","lacGEFDCBA SACOL2187","SACOL2180","USA300HOU_2182","lacG",0.73,1.66,"6-phospho-beta-galactosidase"
"Virulence","MgrA","lacGEFDCBA SACOL2187","SACOL2181","USA300HOU_2183","lacE",0.76,1.69,"PTS lactose-N,N-diacetylchitobiose-beta-glucoside (lac) porter component IIBC"
"Virulence","MgrA","lacGEFDCBA SACOL2187","SACOL2182","USA300HOU_2184","lacF",1,2.01,"PTS lactose-N,N-diacetylchitobiose-beta-glucoside (lac) porter component IIA"
"Virulence","MgrA","lacGEFDCBA SACOL2187","SACOL2183","USA300HOU_2185","lacD",1.36,2.56,"tagatose-bisphosphate aldolase"
"Virulence","MgrA","lacGEFDCBA SACOL2187","SACOL2184","USA300HOU_2186","lacC",2.63,6.17,"tagatose-6-phosphate kinase"
"Virulence","MgrA","lacGEFDCBA SACOL2187","SACOL2185","USA300HOU_2187","lacB",2.06,4.17,"galactose-6-phosphate isomerase LacB subunit"
"Virulence","MgrA","lacGEFDCBA SACOL2187","SACOL2186","USA300HOU_2188","lacA",1.8,3.48,"galactose-6-phosphate isomerase LacA subunit"
"Virulence","MgrA","lytN fmhC","SACOL1264","USA300HOU_1178","lytN",1.49,2.8,"cell wall hydrolase"
"Virulence","MgrA","lytN fmhC","SACOL1265","USA300HOU_1179","fmhC",0.95,1.94,"endopeptidase resistance gene"
"Virulence","MgrA","lytS lytR","SACOL0245","USA300HOU_0271","lytS",-1.6,0.33,"sensor histidine kinase LytS"
"Virulence","MgrA","lytS lytR","SACOL0246","USA300HOU_0272","lytR",-2.84,0.14,"response regulator LytR"
"Virulence","MgrA","menF menD menH menB","SACOL1051","USA300HOU_0990","menF",0.08,1.05,"isochorismate synthase"
"Virulence","MgrA","menF menD menH menB","SACOL1052","USA300HOU_0991","menD",0.28,1.21,"2-oxoglutarate decarboxylase"
"Virulence","MgrA","menF menD menH menB","SACOL1053","USA300HOU_0992","menH",0.46,1.38,"S33 family peptidase"
"Virulence","MgrA","menF menD menH menB","SACOL1054","USA300HOU_0993","menB",1.38,2.61,"naphthoate synthase"
"Virulence","MgrA","metEFCI","SACOL0428","USA300HOU_0377","metE",0.69,1.61,"5-methyltetrahydropteroyltriglutamate-- homocysteine S-methyltransferase"
"Virulence","MgrA","metEFCI","SACOL0429","USA300HOU_0378","metF",0.77,1.71," methylenetetrahydrofolate reductase/homocysteine S-methyltransferase"
"Virulence","MgrA","metEFCI","SACOL0430","USA300HOU_0379","metC",0.57,1.49,"bifunctional cystathionine gamma-lyase/gamma-synthase"
"Virulence","MgrA","metEFCI","SACOL0431","USA300HOU_0380","metI",-0.42,0.75,"bifunctional cystathionine gamma-lyase/gamma-synthase"
"Virulence","MgrA","moaA mobA moaD moaE mobB moeA","SACOL2261","USA300HOU_2250","moaA",1.84,3.59,"molybdenum (Mo2+) cofactor biosynthesis protein A"
"Virulence","MgrA","moaA mobA moaD moaE mobB moeA","SACOL2262","USA300HOU_2251","mobA",1.8,3.48,"molybdenum (Mo2+) cofactor biosynthesis protein A"
"Virulence","MgrA","moaA mobA moaD moaE mobB moeA","SACOL2263","USA300HOU_2252","moaD",1.8,3.49,"molybdopterin synthase small subunit"
"Virulence","MgrA","moaA mobA moaD moaE mobB moeA","SACOL2264","USA300HOU_2253","moaE",1.68,3.21,"molybdopterin synthase large subunit"
"Virulence","MgrA","moaA mobA moaD moaE mobB moeA","SACOL2265","USA300HOU_2254","mobB",1.65,3.14,"molybdopterin-guanine dinucleotide biosynthesis protein B"
"Virulence","MgrA","moaA mobA moaD moaE mobB moeA","SACOL2266","USA300HOU_2255","moeA",1.41,2.65,"molybdopterin biosynthesis protein MoeA"
"Virulence","MgrA","moaB moeB modC modB modA","SACOL2268","USA300HOU_2257","moaB",1.3,2.46,"molybdopterin cofactor biosynthesis protein MoaB"
"Virulence","MgrA","moaB moeB modC modB modA","SACOL2269","USA300HOU_2258","moeB",1.06,2.08,"molybdopterin biosynthesis protein MoeB"
"Virulence","MgrA","moaB moeB modC modB modA","SACOL2270","USA300HOU_2259","modC",0.05,1.03,"molybdenum (Mo2+) ABC transporter,  ATP-binding protein"
"Virulence","MgrA","moaB moeB modC modB modA","SACOL2271","USA300HOU_2260","modB",0.04,1.03,"molybdenum (Mo2+) ABC transporter, membrane protein"
"Virulence","MgrA","moaB moeB modC modB modA","SACOL2272","USA300HOU_2261","modA",-0.02,0.99,"molybdenum (Mo2+) ABC transporter, binding protein"
"Virulence","MgrA","mraY murD divIB","SACOL1195","USA300HOU_1122","mraY",-1.88,0.27,"phospho-N-acetylmuramoyl-pentapeptide- transferase"
"Virulence","MgrA","mraY murD divIB","SACOL1196","USA300HOU_1123","murD",-1.35,0.39,"UDP-N-acetylmuramoylalanine--D-glutamate ligase"
"Virulence","MgrA","mraY murD divIB","SACOL1197","USA300HOU_1124","divIB",-0.96,0.51,"cell division protein FtsQ"
"Virulence","MgrA","mvaS","SACOL2561","USA300HOU_2540","mvaS",0.85,1.8,"hydroxymethylglutaryl-CoA synthase"
"Virulence","MgrA","norA","SACOL0754","USA300HOU_0718","norA",1.25,2.37,"MFS family major facilitator transporter"
"Virulence","MgrA","norB","SACOL1475","USA300HOU_1373","norB",-1.19,0.44,"MFS family major facilitator transporter"
"Virulence","MgrA","oppB SACOL0186 rlp ggt","SACOL0185","USA300HOU_0213","oppB",2.18,4.52,"putative transport system permease"
"Virulence","MgrA","oppB SACOL0186 rlp ggt","SACOL0186","USA300HOU_0214","USA300HOU_0214",2.67,6.36,"oligopeptide ABC transporter, membrane protein"
"Virulence","MgrA","oppB SACOL0186 rlp ggt","SACOL0187","USA300HOU_0215","rlp",3.01,8.05,"ABC-type dipeptide transport system periplasmic component-like protein"
"Virulence","MgrA","oppB SACOL0186 rlp ggt","SACOL0188","USA300HOU_0216","ggt",2.43,5.38,"T3 family gamma-glutamyltransferase"
"Virulence","MgrA","phnB","SACOL2609","USA300HOU_2587","phnB",0.92,1.89,"3-demethylubiquinone-9 3-methyltransferase"
"Virulence","MgrA","ptpB SACOL2108 hemK prfA tdk","SACOL2109","USA300HOU_2105","hemK",-2.42,0.19,"HemK family methyltransferase"
"Virulence","MgrA","ptpB SACOL2108 hemK prfA tdk","SACOL2110","USA300HOU_2106","prfA",-2.45,0.18,"peptide chain release factor RF1"
"Virulence","MgrA","ptpB SACOL2108 hemK prfA tdk","SACOL2111","USA300HOU_2107","tdk",-2.64,0.16,"thymidine kinase"
"Virulence","MgrA","pyrG","SACOL2119","USA300HOU_2115","pyrG",-3.26,0.1,"CTP synthase"
"Virulence","MgrA","rihA","SACOL0225","USA300HOU_0253","rihA",-1.31,0.4,"inosine/uridine-preferring nucleoside hydrolase"
"Virulence","MgrA","SACOL0217","SACOL0217","USA300HOU_0246","USA300HOU_0246",1.38,2.6,"ABC transporter, binding protein"
"Virulence","MgrA","SACOL0223 glcC","SACOL0224","USA300HOU_0252","glcC",0.8,1.74,"PTS system, IIBC components"
"Virulence","MgrA","SACOL0529 SACOL0530 rsml","SACOL0529","USA300HOU_0487","USA300HOU_0487",-1.38,0.38,"hypothetical protein"
"Virulence","MgrA","SACOL0529 SACOL0530 rsml","SACOL0530","USA300HOU_0488","USA300HOU_0488",-1.25,0.42,"hypothetical protein"
"Virulence","MgrA","SACOL0529 SACOL0530 rsml","SACOL0531","USA300HOU_0489","rsmI",-1.52,0.35,"tetrapyrrole methylase"
"Virulence","MgrA","SACOL0809","SACOL0809","USA300HOU_0773","USA300HOU_0773",-1.84,0.28,"diguanylate cyclase GGDEF domain protein"
"Virulence","MgrA","SACOL0859","SACOL0859","USA300HOU_0822","vwb",-1.78,0.29,"anaerobic ribonucleoside-triphosphate reductase activating protein"
"Virulence","MgrA","SACOL0990 oppB oppC oppD oppF oppA","SACOL0991","USA300HOU_0944","oppB",-2.35,0.2,"oligopeptide ABC transporter, membrane protein"
"Virulence","MgrA","SACOL0990 oppB oppC oppD oppF oppA","SACOL0992","USA300HOU_0945","oppC",-2.09,0.23,"oligopeptide ABC transporter, membrane protein"
"Virulence","MgrA","SACOL0990 oppB oppC oppD oppF oppA","SACOL0993","USA300HOU_0946","oppD",-1.54,0.34,"oligopeptide ABC transporter,  ATP-binding protein"
"Virulence","MgrA","SACOL0990 oppB oppC oppD oppF oppA","SACOL0994","USA300HOU_0947","oppF",-1.18,0.44,"oligopeptide ABC transporter,  ATP-binding protein"
"Virulence","MgrA","SACOL0990 oppB oppC oppD oppF oppA","SACOL0995","USA300HOU_0948","oppA",-0.97,0.51,"oligopeptide ABC transporter, binding protein"
"Virulence","MgrA","SACOL1101","SACOL1101","USA300HOU_1035","USA300HOU_1035",2,3.99,"hypothetical protein"
"Virulence","MgrA","SACOL1174 SACOL1175","SACOL1174","USA300HOU_1100","USA300HOU_1100",-0.72,0.61,"hypothetical protein"
"Virulence","MgrA","SACOL1174 SACOL1175","SACOL1175","USA300HOU_1101","USA300HOU_1101",-0.57,0.67,"hypothetical protein"
"Virulence","MgrA","SACOL1345","SACOL1345","USA300HOU_1255","USA300HOU_1255",-2.92,0.13,"hypothetical protein"
"Virulence","MgrA","SACOL1346 SACOL1347 SACOL1348","SACOL1346","USA300HOU_1256","USA300HOU_1256",-2.85,0.14,"hypothetical protein"
"Virulence","MgrA","SACOL1346 SACOL1347 SACOL1348","SACOL1347","USA300HOU_1257","USA300HOU_1257",-2.82,0.14,"hypothetical protein"
"Virulence","MgrA","SACOL1346 SACOL1347 SACOL1348","SACOL1348","USA300HOU_1258","USA300HOU_1258",-4.72,0.04,"hypothetical protein"
"Virulence","MgrA","SACOL1539","SACOL1539","USA300HOU_1497","USA300HOU_1497",1.4,2.64,"hypothetical protein"
"Virulence","MgrA","SACOL1659 lamB accC accB ahs2 dur1","SACOL1660","USA300HOU_1605","lamB",-0.29,0.82,"possible lactam utilization protein"
"Virulence","MgrA","SACOL1659 lamB accC accB ahs2 dur1","SACOL1661","USA300HOU_1606","accC",-0.44,0.74,"biotin carboxylase"
"Virulence","MgrA","SACOL1659 lamB accC accB ahs2 dur1","SACOL1662","USA300HOU_1607","accB",-0.84,0.56,"acetyl-CoA carboxylase biotin carboxyl carrier subunit"
"Virulence","MgrA","SACOL1659 lamB accC accB ahs2 dur1","SACOL1663","USA300HOU_1608","ahs2",-1.08,0.47,"Allophanate hydrolase subunit 2"
"Virulence","MgrA","SACOL1659 lamB accC accB ahs2 dur1","SACOL1664","USA300HOU_1609","dur1",-1.42,0.37,"allophanate hydrolase subunit 1"
"Virulence","MgrA","SACOL1678","SACOL1678","USA300HOU_1623","USA300HOU_1623",4.63,24.8,"dehydrogenase"
"Virulence","MgrA","SACOL1738","SACOL1738","USA300HOU_1678","USA300HOU_1678",-0.99,0.5,"hypothetical membrane protein"
"Virulence","MgrA","SACOL1847","SACOL1847","USA300HOU_1787","USA300HOU_1787",2.86,7.25,"hypothetical protein"
"Virulence","MgrA","SACOL2164","SACOL2164","USA300HOU_2166","USA300HOU_2166",-2.51,0.18,"hypothetical membrane protein"
"Virulence","MgrA","SACOL2288 sarY SACOL2290","SACOL2288","USA300HOU_2277","USA300HOU_2277",0.03,1.02,"hypothetical protein"
"Virulence","MgrA","SACOL2288 sarY SACOL2290","SACOL2289","USA300HOU_2278","sarY",-0.33,0.8,"staphylococcal accessory regulator Y"
"Virulence","MgrA","SACOL2288 sarY SACOL2290","SACOL2290","USA300HOU_2279","USA300HOU_2279",-1.42,0.37,"AraC family transcriptional regulator"
"Virulence","MgrA","SACOL2439","SACOL2439","USA300HOU_2422","USA300HOU_2422",3.87,14.65,"hypothetical protein"
"Virulence","MgrA","SACOL2458","SACOL2458","USA300HOU_2440","USA300HOU_2440",-2.32,0.2,"amino acid permease"
"Virulence","MgrA","SACOL2693 lip","SACOL2694","USA300HOU_2671","lip",1.91,3.77,"triacylglycerol lipase"
"Virulence","MgrA","secY2","SACOL2675","USA300HOU_2653","secY2",-1.18,0.44,"Sec family Type I general secretory pathway protein SecY"
"Virulence","MgrA","srtA","SACOL2539","USA300HOU_2517","srtA",1.14,2.21,"sortase"
"Virulence","MgrA","ssl10","SACOL0474","USA300HOU_0432","ssl10",1.29,2.44,"superantigen-like protein"
"Virulence","MgrA","thlA","SACOL0426","USA300HOU_0375","thlA",-0.75,0.6,"acetyl-CoA acetyltransferase"
"Virulence","MgrA","yut","SACOL2279","USA300HOU_2268","yut",0.8,1.74,"membrane-bound urea transporter"
"Virulence","Rot","aldH","SACOL1984","USA300HOU_1923","aldH",2.36,5.15,"aldehyde dehydrogenase"
"Virulence","Rot","msrA2","SACOL1397","USA300HOU_1295","msrA2",1.14,2.2,"methionine sulfoxide reductase A"
"Virulence","Rot","porA porB","SACOL1308","USA300HOU_1221","porA",0.32,1.25,"pyruvate flavodoxin/ferredoxin oxidoreductase domain-containing protein"
"Virulence","Rot","porA porB","SACOL1309","USA300HOU_1222","porB",0.66,1.58,"2-oxoglutarate ferredoxin oxidoreductase subunit beta"
"Virulence","Rot","rexB rexA","SACOL0970","USA300HOU_0925","addB",1.53,2.9,"exonuclease RexB"
"Virulence","Rot","rexB rexA","SACOL0971","USA300HOU_0926","addA",1.63,3.1,"exonuclease RexA"
"Virulence","Rot","rsmD kdtB","SACOL1133","USA300HOU_1061","rsmD",-0.69,0.62,"hypothetical protein"
"Virulence","Rot","SACOL1133 coaD","SACOL1134","USA300HOU_1062","coaD",-0.7,0.62,"phosphopantetheine adenylyltransferase"
"Virulence","Rot","tarIJLS","SACOL0240","USA300HOU_0266","tarI",0.25,1.19,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase"
"Virulence","Rot","tarIJLS","SACOL0241","USA300HOU_0267","tarJ",0.64,1.56,"alcohol dehydrogenase, zinc-containing"
"Virulence","Rot","tarIJLS","SACOL0242","USA300HOU_0268","tarL",0.52,1.43,"teichoic acid biosynthesis protein"
"Virulence","Rot","tarIJLS","SACOL0243","USA300HOU_0269","tarS",0.16,1.12,"glycosyl transferase, group 2 family protein"
"Virulence","Rot","yidD","SACOL1842","USA300HOU_1782","yidD",2.45,5.46,"Putative membrane protein insertion efficiency factor"
"Virulence","Rot","zapA cvpA","SACOL1151","USA300HOU_1076","zapA",-0.06,0.96,"putative cell division protein, ZapA"
"Virulence","Rot","zapA cvpA","SACOL1152","USA300HOU_1077","cvpA",1.74,3.33,"colicin V production protein"
"Virulence","SaeRS","coa","SACOL0209","USA300HOU_0238","coa",-4.02,0.06,"staphylocoagulase"
"Virulence","SaeRS","ear","SACOL0908","USA300HOU_0867","ear",1.14,2.21,"Ear protein"
"Virulence","SaeRS","ecb","SACOL1164","USA300HOU_1090","ecb",-0.96,0.51,"fibrinogen binding-like protein"
"Virulence","SaeRS","hla","SACOL1173","USA300HOU_1099","hla",1.29,2.45,"alpha-hemolysin"
"Virulence","SaeRS","hlgA","SACOL2419","USA300HOU_2402","hlgA",1.52,2.86,"gamma-hemolysin component A"
"Virulence","SaeRS","hlgCB","SACOL2421","USA300HOU_2404","hlgC",1.14,2.21,"gamma hemolysin component C"
"Virulence","SaeRS","hlgCB","SACOL2422","USA300HOU_2405","hlgB",1.92,3.79,"gamma hemolysin component B"
"Virulence","SaeRS","lukSF","SACOL2004","USA300HOU_2011","lukF",-2.47,0.18,"possible leukocidin subunit"
"Virulence","SaeRS","lukSF","SACOL2006","USA300HOU_2013","lukS",-2.86,0.14,"possible leukocidin subunit"
"Virulence","SaeRS","map","SACOL2002","USA300HOU_1942","map",0.79,1.73,"cell surface protein MapW2"
"Virulence","SaeRS","SACOL0199","SACOL0199","USA300HOU_0228","USA300HOU_0228",-5.81,0.02,"hypothetical protein"
"Virulence","SaeRS","sbi","SACOL2418","USA300HOU_2401","sbi",-1.31,0.4,"immunoglobulin G-binding protein SBI"
"Virulence","SaeRS","SCIN","SACOL0480","USA300HOU_0437","SCIN",3.92,15.13,"Staphylococcal complement inhibitor SCIN"
"Virulence","SaeRS","ssl9","SACOL0473","USA300HOU_0431","ssl9",1.9,3.73,"staphylococcal exotoxin"
"Virulence","SarA","abrB","SACOL1712","USA300HOU_1657","abrB",2.02,4.07,"putative ammonia monooxygenase"
"Virulence","SarA","accA accD","SACOL1747","USA300HOU_1686","accA",-0.98,0.51,"acetyl-CoA carboxylase carboxyltransferase subunit alpha"
"Virulence","SarA","accA accD","SACOL1748","USA300HOU_1687","accD",-0.96,0.52,"acetyl-CoA carboxylase subunit beta"
"Virulence","SarA","cspA","SACOL1437","USA300HOU_1337","cspA",-1.37,0.39,"CSD family cold shock protein"
"Virulence","SarA","dkgB","SACOL1835","USA300HOU_1775","dkgB",2.33,5.02,"aldo/keto reductase"
"Virulence","SarA","glpK glpD SACOL1322 miaA hfq","SACOL1320","USA300HOU_1231","glpK",0,1,"glycerol kinase"
"Virulence","SarA","glpK glpD SACOL1322 miaA hfq","SACOL1321","USA300HOU_1232","glpD",1.78,3.44,"aerobic glycerol-3-phosphate dehydrogenase"
"Virulence","SarA","glpK glpD SACOL1322 miaA hfq","SACOL1322","USA300HOU_1233","USA300HOU_1233",0.04,1.03,"alpha/beta fold family hydrolase"
"Virulence","SarA","glpK glpD SACOL1322 miaA hfq","SACOL1323","USA300HOU_1234","miaA",-1.19,0.44,"tRNA delta(2)-isopentenylpyrophosphate transferase"
"Virulence","SarA","glpK glpD SACOL1322 miaA hfq","SACOL1324","USA300HOU_1235","hfq",-1.31,0.4,"hfq protein"
"Virulence","SarA","SACOL1112","SACOL1112","USA300HOU_1044","USA300HOU_1044",-1.52,0.35,"hypothetical protein"
"Virulence","SarA","SACOL1427","SACOL1427","USA300HOU_1327","USA300HOU_1327",-3.93,0.07,"ABC transporter ATP-binding protein"
"Virulence","SarA","SACOL2556","SACOL2556","USA300HOU_2535","USA300HOU_2535",0.76,1.7,"hypothetical protein"
"Virulence","SarA","ssaA","SACOL2291","USA300HOU_2280","ssaA",-4.09,0.06,"staphyloxanthin biosynthesis protein"
"Virulence","SarA","tagG tagB tagX","SACOL0695","USA300HOU_0658","tagG",-0.39,0.76,"tagG protein, teichoic acid ABC transporter protein"
"Virulence","SarA","tagG tagB tagX","SACOL0696","USA300HOU_0659","tagB",0.65,1.57,"teichoic acid biosynthesis protein B"
"Virulence","SarA","tagG tagB tagX","SACOL0697","USA300HOU_0660","tagX",0.55,1.46,"teichoic acid biosynthesis protein X"
"Virulence","SarA","trfA","SACOL1003","USA300HOU_0956","trfA",2.2,4.59,"adaptor protein"
